id,dl_inserted_at,resources_engine,resources_resource_crc,resources_resource_stock_crc,resources_resource_stock_status,resources_resource_stock_stock_level,resources_resource_stock_version_nbr,resources_resource_stock_stock_end_dt,resources_resource_stock_stock_start_dt,resources_resource_status,resources_resource_category_crc,resources_resource_category_status,resources_resource_category_category_id,resources_resource_category_category_name,resources_resource_category_category_defn_state,resources_resource_comments,resources_resource_favorite,resources_resource_edit_perm,resources_resource_comment_id,resources_resource_assign_perm,resources_resource_last_mod_dt,resources_resource_resource_id,resources_resource_instructions,resources_resource_last_mod_user,resources_resource_resource_name,resources_resource_schedule_perm,resources_resource_instruction_id,resources_resource_current_stock_level,resources_resource_category,resources_resource_stock
431,2025-10-08 17:38:02.487668,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392262,C,2017-03-09T15:02:21-05:00,431,,service25,BUMC - CSSC Pelvic trainer 1(PT01),F,392263,1,,
432,2025-10-08 17:38:03.073072,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392264,C,2017-03-09T15:02:36-05:00,432,,service25,BUMC - CSSC Pelvic trainer 2(PT02),F,392265,1,,
433,2025-10-08 17:38:03.393460,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392266,C,2017-03-09T15:02:50-05:00,433,,service25,BUMC - CSSC Pelvic trainer 3(PT03),F,392267,1,,
434,2025-10-08 17:38:03.720617,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392268,C,2017-03-09T15:03:04-05:00,434,,service25,BUMC - CSSC Pelvic trainer 4(PT04),F,392269,1,,
435,2025-10-08 17:38:04.058995,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392270,C,2017-03-09T15:03:22-05:00,435,,service25,BUMC - CSSC Rectal Exam Sim Mk2(REC02),F,392271,1,,
436,2025-10-08 17:38:04.388391,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392273,C,2017-03-09T15:03:38-05:00,436,,service25,BUMC - CSSC Rectal Exam SimMk2(REC01),F,392274,1,,
437,2025-10-08 17:38:04.712310,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392275,C,2017-03-09T15:03:55-05:00,437,,service25,BUMC - CSSC SAM1 (student ausc manikin),F,392276,1,,
438,2025-10-08 17:38:05.068501,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392277,C,2017-03-09T15:04:11-05:00,438,,service25,BUMC - CSSC SAM2 (student ausc manikin),F,392278,1,,
439,2025-10-08 17:38:05.399260,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392279,C,2017-03-09T15:04:27-05:00,439,,service25,BUMC - CSSC SimMan 3G(Sim3G1),F,392280,1,,
440,2025-10-08 17:38:05.725502,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392281,C,2017-03-09T15:04:42-05:00,440,,service25,BUMC - CSSC SimMan Essential 1(SimEss1),F,392282,1,,
441,2025-10-08 17:38:06.052342,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392284,C,2017-03-09T15:04:57-05:00,441,,service25,BUMC - CSSC SimMan Essential 2(SimEss2),F,392285,1,,
442,2025-10-08 17:38:06.374519,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,392286,C,2017-03-09T15:05:12-05:00,442,,service25,BUMC - CSSC SimMan Essential 3(SimEss3),F,392287,1,,
532,2025-10-08 17:38:06.693433,accl,00000022,00000021,est,30.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-05-01T16:34:50-04:00,532,,bumcfa04@bu.edu,BUMC - CTC AV Setup,F,,30,,
267,2025-10-08 17:38:07.023189,accl,00000022,00000022,est,30.0,4.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391833,C,2017-03-09T14:17:27-05:00,267,,service25,BUMC - Custodian,F,391834,30,,
269,2025-10-08 17:38:07.391344,accl,00000022,00000024,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391837,C,2017-06-28T10:43:23-04:00,269,,BUMC FAx,BUMC - DMR Recording - Keefer/Bakst,F,391838,2,,
322,2025-10-08 17:38:07.719809,accl,00000021,00000023,est,4.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391943,C,2017-03-09T14:32:57-05:00,322,,service25,BUMC - DocCamera,F,391944,4,,
520,2025-10-08 17:38:08.035756,accl,00000021,00000021,est,3.0,1.0,2100-01-01,2020-09-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2020-09-22T13:37:35-04:00,520,,BUMC FA2,BUMC - Drawing Tablet - XP-PEN Artist 12,F,,3,,
321,2025-10-08 17:38:08.361616,accl,00000021,00000022,est,4.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391941,C,2017-03-09T14:32:40-05:00,321,,service25,BUMC - DVD/Blu Ray Player,F,391942,4,,
333,2025-10-08 17:38:08.684323,accl,00000021,00000021,est,4.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391979,C,2017-03-09T14:36:07-05:00,333,,service25,BUMC - Easel (heavy),F,391980,4,,
334,2025-10-08 17:38:09.011094,accl,00000021,00000021,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391981,C,2017-03-09T14:36:23-05:00,334,,service25,BUMC - Easel (light),F,391982,1,,
335,2025-10-08 17:38:09.335426,accl,00000029,00000022,est,8.0,2.0,2100-01-01,2016-12-22,est,,,,,,,F,F,,C,2025-04-29T11:23:02-04:00,335,,bumcfa04@bu.edu,BUMC - Echo Podcasting-audio(mp3) only,F,,8,,
336,2025-10-08 17:38:09.679419,accl,00000022,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,,,,,,,F,F,,C,2025-04-10T15:40:33-04:00,336,,bumcfa02@bu.edu,BUMC - Echo Podcasting-mp3 only - Mobile,F,,1,,
530,2025-10-08 17:38:10.351523,accl,00000023,00000021,est,50.0,3.0,2100-01-01,2023-01-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-10-24T17:29:07-04:00,530,,bumcfa01@bu.edu,BUMC - Echo360 - Classroom Capture,F,,50,,
529,2025-10-08 17:38:10.700677,accl,00000021,00000021,est,14.0,3.0,2100-01-01,2023-01-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2024-09-20T17:31:18-04:00,529,,bumcfa01@bu.edu,BUMC - Echo360 - Device Capture,F,,14,,
486,2025-10-08 17:38:11.029074,accl,00000022,00000022,est,2.0,2.0,2100-01-01,2016-12-22,est,,,,,,,F,F,,C,2025-04-10T15:41:27-04:00,486,,bumcfa02@bu.edu,BUMC - Echo360 Cloud - Active Learning,F,,2,,
528,2025-10-08 17:38:11.352062,accl,00000021,00000021,est,1.0,1.0,2100-01-01,2016-12-22,est,,,,,,,F,F,,C,2024-01-09T11:59:07-05:00,528,,bumcfa01@bu.edu,BUMC - Echo360 Recording - 670 Room 108,F,,1,,
467,2025-10-08 17:38:11.671896,accl,00000021,00000024,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436872,C,2017-06-28T12:22:50-04:00,467,,BUMC FAx,BUMC - Echo360 Recording - BAKST,F,436873,1,,
474,2025-10-08 17:38:12.002502,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436895,C,2017-06-28T13:02:46-04:00,474,,BUMC FAx,BUMC - Echo360 Recording - EB43,F,436896,1,,
469,2025-10-08 17:38:12.328510,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436877,C,2017-06-28T12:25:51-04:00,469,,BUMC FAx,BUMC - Echo360 Recording - Keefer,F,436878,1,,
468,2025-10-08 17:38:12.657522,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436874,C,2017-06-28T12:23:36-04:00,468,,BUMC FAx,BUMC - Echo360 Recording - L110,F,436875,1,,
470,2025-10-08 17:38:12.981303,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436879,C,2017-06-28T12:27:22-04:00,470,,BUMC FAx,BUMC - Echo360 Recording - L112,F,436880,1,,
471,2025-10-08 17:38:13.307734,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436882,C,2017-06-28T12:28:04-04:00,471,,BUMC FAx,BUMC - Echo360 Recording - L311,F,436883,1,,
524,2025-10-08 17:38:13.633622,accl,00000021,00000021,est,1.0,1.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2022-07-28T16:11:31-04:00,524,,BUMC FA2,BUMC - Echo360 Recording - L405,F,,1,,
472,2025-10-08 17:38:13.965952,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436891,C,2017-06-28T12:57:45-04:00,472,,BUMC FAx,BUMC - Echo360 Recording - R108,F,436892,1,,
473,2025-10-08 17:38:14.292620,accl,00000021,00000023,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436893,C,2017-06-28T12:58:37-04:00,473,,BUMC FAx,BUMC - Echo360 Recording - R115,F,436894,1,,
466,2025-10-08 17:38:14.608908,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436869,C,2017-06-28T12:21:08-04:00,466,,BUMC FAx,BUMC - Echo360 Recording -670 Auditorium,F,436870,1,,
475,2025-10-08 17:38:14.936967,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,436897,C,2017-06-28T13:03:29-04:00,475,,BUMC FAx,BUMC - Echo360 Recording Emergency Unit,F,436898,1,,
509,2025-10-08 17:38:15.270382,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699681,C,2018-10-01T12:42:02-04:00,509,,BUMC FA2,BUMC - Echo360 Steaming - 670 Auditorium,F,699682,1,,
501,2025-10-08 17:38:15.594993,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699635,C,2018-10-01T12:07:08-04:00,501,,BUMC FA2,BUMC - Echo360 Streaming - BAKST,F,699636,1,,
502,2025-10-08 17:38:15.918967,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699654,C,2018-10-01T12:25:42-04:00,502,,BUMC FA2,BUMC - Echo360 Streaming - EB43,F,699655,1,,
503,2025-10-08 17:38:16.254129,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699656,C,2018-10-01T12:26:40-04:00,503,,BUMC FA2,BUMC - Echo360 Streaming - Keefer,F,699657,1,,
504,2025-10-08 17:38:16.581085,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699661,C,2018-10-01T12:33:00-04:00,504,,BUMC FA2,BUMC - Echo360 Streaming - L110,F,699662,1,,
505,2025-10-08 17:38:16.910199,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699663,C,2018-10-01T12:36:51-04:00,505,,BUMC FA2,BUMC - Echo360 Streaming - L112,F,699664,1,,
506,2025-10-08 17:38:17.240842,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699673,C,2018-10-01T12:37:46-04:00,506,,BUMC FA2,BUMC - Echo360 Streaming - L311,F,699674,1,,
510,2025-10-08 17:38:17.578007,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699683,C,2018-10-01T12:42:58-04:00,510,,BUMC FA2,BUMC - Echo360 Streaming - Mobile,F,699684,1,,
507,2025-10-08 17:38:17.896525,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699675,C,2018-10-01T12:39:34-04:00,507,,BUMC FA2,BUMC - Echo360 Streaming - R108,F,699676,1,,
508,2025-10-08 17:38:18.223647,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2018-10-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,699677,C,2018-10-01T12:41:04-04:00,508,,BUMC FA2,BUMC - Echo360 Streaming - R115,F,699678,1,,
339,2025-10-08 17:38:18.538494,accl,00000021,00000021,est,6.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392015,C,2017-03-09T14:37:45-05:00,339,,service25,BUMC - EdTech Staff support,F,392016,6,,
323,2025-10-08 17:38:18.871072,accl,00000023,00000021,est,60.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:50:49-04:00,323,,bumcfa04@bu.edu,BUMC - EMC Coverage (per hour),F,,60,,
324,2025-10-08 17:38:19.191975,accl,00000021,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391947,C,2017-03-09T14:33:29-05:00,324,,service25,BUMC - EMC Staff - Erita Ikonomi,F,391948,5,,
512,2025-10-08 17:38:19.519038,accl,00000022,00000021,est,1.0,2.0,2100-01-01,2018-08-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-10T15:32:43-04:00,512,,bumcfa02@bu.edu,BUMC - EMC Staff - Evanx Aguiluz,F,,1,,
518,2025-10-08 17:38:19.854494,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,973376,C,2020-04-03T09:56:10-04:00,518,,BUMC FA2,BUMC - EMC Staff - Jack Wolfe,F,973377,1,,
325,2025-10-08 17:38:20.183962,accl,00000022,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391949,C,2017-06-28T10:44:57-04:00,325,,BUMC FAx,BUMC - EMC Staff - Jana Mulkern,F,391950,1,,
522,2025-10-08 17:38:20.504604,accl,00000022,00000021,est,1.0,1.0,2100-01-01,2021-01-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-10T15:33:09-04:00,522,,bumcfa02@bu.edu,BUMC - EMC Staff - Jimmy Dolio,F,,1,,
327,2025-10-08 17:38:20.824551,accl,00000023,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-10T15:31:35-04:00,327,,bumcfa02@bu.edu,BUMC - EMC Staff - Jon Asgeirsson,F,,1,,
326,2025-10-08 17:38:21.155945,accl,00000022,00000021,est,1.0,3.0,2020-09-22,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2020-09-22T15:48:09-04:00,326,,BUMC FA2,BUMC - EMC Staff - Kenith Wilson,F,,,,
521,2025-10-08 17:38:21.486951,accl,00000021,00000021,est,1.0,1.0,2100-01-01,2020-08-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2020-09-22T15:47:11-04:00,521,,BUMC FA2,BUMC - EMC Staff - Meagan Martin,F,,1,,
328,2025-10-08 17:38:21.809057,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391955,C,2017-03-09T14:34:47-05:00,328,,service25,BUMC - EMC Staff- Chris Romagna,F,391956,1,,
329,2025-10-08 17:38:22.127168,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391957,C,2017-03-09T14:35:02-05:00,329,,service25,BUMC - EMC Staff- David W King,F,391958,1,,
330,2025-10-08 17:38:22.453429,accl,00000023,00000021,est,1.0,4.0,2051-01-01,2024-03-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-10T15:34:11-04:00,330,,bumcfa02@bu.edu,BUMC - EMC Staff- Fouzia Bentahar,F,,1,,
331,2025-10-08 17:38:22.787443,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,391975,C,2017-03-09T14:35:34-05:00,331,,service25,BUMC - EMC Staff- Liz Clark,F,391976,1,,
517,2025-10-08 17:38:23.109640,accl,00000021,00000021,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,973319,C,2020-04-02T17:30:14-04:00,517,,BUMC FA2,BUMC - EMC Staff- Scott Amico,F,973320,1,,
332,2025-10-08 17:38:23.429386,accl,00000022,00000021,est,1.0,3.0,2020-09-22,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2020-09-22T15:48:48-04:00,332,,BUMC FA2,BUMC - EMC Staff- Tristan Crane,F,,,,
340,2025-10-08 17:38:23.759013,accl,00000021,00000021,est,10.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392017,C,2017-03-09T14:38:02-05:00,340,,service25,BUMC - Ethernet cable (long),F,392018,10,,
341,2025-10-08 17:38:24.082966,accl,00000021,00000021,est,10.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392019,C,2017-03-09T14:38:18-05:00,341,,service25,BUMC - Ethernet cable (short),F,392020,10,,
342,2025-10-08 17:38:24.399166,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392022,C,2017-03-09T14:38:36-05:00,342,,service25,BUMC - Exam- Web-based Shelf Exam,F,392023,100,,
343,2025-10-08 17:38:24.720103,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392024,C,2017-03-09T14:38:51-05:00,343,,service25,BUMC - Exam-Paper Based,F,392025,100,,
344,2025-10-08 17:38:25.055534,accl,00000021,00000021,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392026,C,2017-03-09T14:39:05-05:00,344,,service25,BUMC - Examsoft,F,392027,100,,
270,2025-10-08 17:38:25.396370,accl,00000021,00000023,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391839,C,2017-03-09T14:17:45-05:00,270,,service25,BUMC - Express Elevator,F,391840,2,,
492,2025-10-08 17:38:25.712496,accl,00000021,00000022,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,519424,C,2017-11-06T14:23:21-05:00,492,,BUMC FA1,BUMC - Express Elevator - DOWN,F,519425,2,,
491,2025-10-08 17:38:26.027916,accl,00000021,00000022,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,519422,C,2017-11-06T14:22:22-05:00,491,,BUMC FA1,BUMC - Express Elevator - UP,F,519423,2,,
345,2025-10-08 17:38:26.346669,accl,00000021,00000021,est,3.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392029,C,2017-03-09T14:39:22-05:00,345,,service25,BUMC - Extension Cord (25 ft),F,392030,3,,
346,2025-10-08 17:38:26.667209,accl,00000021,00000021,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392031,C,2017-03-09T14:39:37-05:00,346,,service25,BUMC - Extension Cord (50 ft),F,392032,2,,
271,2025-10-08 17:38:26.985921,accl,00000021,00000022,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391841,C,2017-03-09T14:18:20-05:00,271,,service25,BUMC - Extension Cord (Facility),F,391842,2,,
272,2025-10-08 17:38:27.317815,accl,00000021,00000022,est,0.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391843,C,2017-03-09T14:18:35-05:00,272,,service25,BUMC - Extra Trash Barrel,F,391844,0,,
273,2025-10-08 17:38:27.643652,accl,00000021,00000022,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391845,C,2017-03-09T14:18:51-05:00,273,,service25,BUMC - Facilities 100 foot ext cord,F,391846,2,,
449,2025-10-08 17:38:27.970851,accl,00000021,00000022,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,404757,C,2017-04-12T15:54:36-04:00,449,,service25,BUMC - Facilities SET UP,F,404758,100,,
484,2025-10-08 17:38:28.291035,accl,00000021,00000022,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,442718,C,2017-07-06T19:19:19-04:00,484,,r25admin,BUMC - Facilities SET UP (EXAM ONLY),F,442719,100,,
274,2025-10-08 17:38:28.611018,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391847,C,2017-03-09T14:19:06-05:00,274,,service25,BUMC - Flag-BU Seal,F,391848,1,,
275,2025-10-08 17:38:28.942618,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391849,C,2017-03-09T14:19:22-05:00,275,,service25,BUMC - Flag-BUSM,F,391850,1,,
276,2025-10-08 17:38:29.275287,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391851,C,2017-03-09T14:19:40-05:00,276,,service25,BUMC - Flag-City,F,391852,1,,
277,2025-10-08 17:38:29.602252,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391853,C,2017-03-09T14:19:56-05:00,277,,service25,BUMC - Flag-Federal,F,391854,1,,
278,2025-10-08 17:38:29.916183,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391855,C,2017-03-09T14:20:14-05:00,278,,service25,BUMC - Flag-GSDM,F,391856,1,,
279,2025-10-08 17:38:30.240712,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391857,C,2017-03-09T14:20:33-05:00,279,,service25,BUMC - Flag-SPH,F,391858,1,,
280,2025-10-08 17:38:30.563282,accl,00000021,00000022,est,1.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391859,C,2017-03-09T14:20:50-05:00,280,,service25,BUMC - Flag-State,F,391860,1,,
349,2025-10-08 17:38:30.889323,accl,00000021,00000021,est,10.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392038,C,2017-03-09T14:40:30-05:00,349,,service25,BUMC - Flip Chart Pads (Sticky),F,392039,10,,
350,2025-10-08 17:38:31.212206,accl,00000021,00000021,est,5.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,392041,C,2017-03-09T14:40:47-05:00,350,,service25,BUMC - Flip Chart Pads (Table Top),F,392042,5,,
485,2025-10-08 17:38:31.533948,accl,00000021,00000022,est,100.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,467247,C,2017-08-25T14:38:11-04:00,485,,BUMC FA2,BUMC - FLOOR PLAN - SEE EVENT DETAILS,F,467248,100,,
242,2025-10-08 17:38:31.862955,accl,00000023,00000024,est,1.0,3.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2025-04-29T11:43:15-04:00,242,,bumcfa04@bu.edu,BUMC - Google Meet,F,,1,,
453,2025-10-08 17:38:32.186779,accl,00000022,00000021,est,20.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,,C,2021-09-10T15:06:36-04:00,453,,BUMC FA2,BUMC - Grounds,F,,20,,
281,2025-10-08 17:38:32.510158,accl,00000021,00000022,est,36.0,3.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391861,C,2017-03-09T14:21:08-05:00,281,,service25,BUMC - Hieb. Latt. Board SETUP/TAKEDOWN,F,391862,36,,
526,2025-10-08 17:38:32.823400,accl,00000023,00000021,est,1.0,1.0,2100-01-01,2022-09-01,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,,C,2023-03-20T11:26:41-04:00,526,,bumcfa01@bu.edu,BUMC - JBL Wireless Speaker,F,,1,,
489,2025-10-08 17:38:33.145162,accl,00000021,00000021,est,10.0,2.0,2100-01-01,2016-12-22,est,00000021,est,308.0,BUMC - LETS,1.0,,F,F,486589,C,2017-09-07T13:10:20-04:00,489,,BUMC FA1,BUMC - Kaltura Capture Space Recording,F,486590,10,,
282,2025-10-08 17:38:33.467994,accl,00000021,00000026,est,2.0,2.0,2100-01-01,2016-12-22,est,00000021,est,307.0,BUMC - Facilities Mgt.,1.0,,F,F,391863,C,2017-03-09T14:21:22-05:00,282,,service25,BUMC - L-Lobby Table,F,391864,2,,
430,2025-10-08 17:38:33.792401,accl,00000028,00000021,est,13.0,4.0,2099-12-30,2025-05-12,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,,C,2025-05-20T12:56:46-04:00,430,,bumcfa04@bu.edu,BUMC - L6 CSSC - Observation Patient Rm,F,,13,,
536,2025-10-08 17:38:34.116481,accl,00000023,00000021,est,4.0,1.0,2099-12-27,2025-05-12,est,00000021,est,309.0,MED - CSSC,1.0,,F,F,,C,2025-05-20T12:25:44-04:00,536,,bumcfa02@bu.edu,BUMC - L6 CSSC - Observation Sim Rm,F,,4,,
